gain	0	1	-124.85
gain	1	0	-125.41
gain	0	2	-122.60
gain	2	0	-124.36
gain	0	3	-128.28
gain	3	0	-131.79
gain	0	4	-138.50
gain	4	0	-139.05
gain	0	5	-147.46
gain	5	0	-147.90
gain	0	6	-148.94
gain	6	0	-150.66
gain	0	7	-121.39
gain	7	0	-125.18
gain	0	8	-119.79
gain	8	0	-119.87
gain	0	9	-120.83
gain	9	0	-122.95
gain	0	10	-136.25
gain	10	0	-137.90
gain	0	11	-145.08
gain	11	0	-146.71
gain	0	12	-136.12
gain	12	0	-139.22
gain	0	13	-149.72
gain	13	0	-150.75
gain	0	14	-129.03
gain	14	0	-131.10
gain	0	15	-127.06
gain	15	0	-129.85
gain	0	16	-132.87
gain	16	0	-133.68
gain	0	17	-134.26
gain	17	0	-135.75
gain	0	18	-148.00
gain	18	0	-149.94
gain	0	19	-144.04
gain	19	0	-145.35
gain	0	20	-152.29
gain	20	0	-156.06
gain	0	21	-129.22
gain	21	0	-130.89
gain	0	22	-137.70
gain	22	0	-137.00
gain	0	23	-136.30
gain	23	0	-140.18
gain	0	24	-140.91
gain	24	0	-144.28
gain	0	25	-148.90
gain	25	0	-150.73
gain	0	26	-140.63
gain	26	0	-141.10
gain	0	27	-146.75
gain	27	0	-148.48
gain	0	28	-132.18
gain	28	0	-134.24
gain	0	29	-136.70
gain	29	0	-136.90
gain	0	30	-138.03
gain	30	0	-139.79
gain	0	31	-147.10
gain	31	0	-148.30
gain	0	32	-147.02
gain	32	0	-148.36
gain	0	33	-147.79
gain	33	0	-149.18
gain	0	34	-151.39
gain	34	0	-150.50
gain	0	35	-142.02
gain	35	0	-142.57
gain	0	36	-146.73
gain	36	0	-148.40
gain	0	37	-142.59
gain	37	0	-142.77
gain	0	38	-154.12
gain	38	0	-154.47
gain	0	39	-153.89
gain	39	0	-153.57
gain	0	40	-149.35
gain	40	0	-150.92
gain	0	41	-151.12
gain	41	0	-150.91
gain	0	42	-148.75
gain	42	0	-149.29
gain	0	43	-145.41
gain	43	0	-147.04
gain	0	44	-146.57
gain	44	0	-147.30
gain	0	45	-150.40
gain	45	0	-152.75
gain	0	46	-151.23
gain	46	0	-153.22
gain	0	47	-157.88
gain	47	0	-158.12
gain	0	48	-148.36
gain	48	0	-151.45
gain	1	2	-94.95
gain	2	1	-96.15
gain	1	3	-116.40
gain	3	1	-119.35
gain	1	4	-132.72
gain	4	1	-132.71
gain	1	5	-141.02
gain	5	1	-140.90
gain	1	6	-141.55
gain	6	1	-142.71
gain	1	7	-125.83
gain	7	1	-129.06
gain	1	8	-110.33
gain	8	1	-109.85
gain	1	9	-112.64
gain	9	1	-114.19
gain	1	10	-126.57
gain	10	1	-127.66
gain	1	11	-129.01
gain	11	1	-130.08
gain	1	12	-138.04
gain	12	1	-140.57
gain	1	13	-140.47
gain	13	1	-140.93
gain	1	14	-124.95
gain	14	1	-126.46
gain	1	15	-127.15
gain	15	1	-129.38
gain	1	16	-125.47
gain	16	1	-125.72
gain	1	17	-139.40
gain	17	1	-140.32
gain	1	18	-132.42
gain	18	1	-133.80
gain	1	19	-141.51
gain	19	1	-142.26
gain	1	20	-148.51
gain	20	1	-151.72
gain	1	21	-131.78
gain	21	1	-132.89
gain	1	22	-131.40
gain	22	1	-130.13
gain	1	23	-133.84
gain	23	1	-137.17
gain	1	24	-138.20
gain	24	1	-141.00
gain	1	25	-141.73
gain	25	1	-143.00
gain	1	26	-140.08
gain	26	1	-139.99
gain	1	27	-150.38
gain	27	1	-151.54
gain	1	28	-136.09
gain	28	1	-137.58
gain	1	29	-142.34
gain	29	1	-141.98
gain	1	30	-142.31
gain	30	1	-143.50
gain	1	31	-139.23
gain	31	1	-139.86
gain	1	32	-146.61
gain	32	1	-147.39
gain	1	33	-145.80
gain	33	1	-146.62
gain	1	34	-148.33
gain	34	1	-146.88
gain	1	35	-141.12
gain	35	1	-141.11
gain	1	36	-148.09
gain	36	1	-149.20
gain	1	37	-139.48
gain	37	1	-139.09
gain	1	38	-147.29
gain	38	1	-147.08
gain	1	39	-143.68
gain	39	1	-142.80
gain	1	40	-150.46
gain	40	1	-151.47
gain	1	41	-150.14
gain	41	1	-149.37
gain	1	42	-149.82
gain	42	1	-149.79
gain	1	43	-146.41
gain	43	1	-147.48
gain	1	44	-141.77
gain	44	1	-141.93
gain	1	45	-150.36
gain	45	1	-152.14
gain	1	46	-148.06
gain	46	1	-149.48
gain	1	47	-145.88
gain	47	1	-145.56
gain	1	48	-150.92
gain	48	1	-153.45
gain	2	3	-118.20
gain	3	2	-119.95
gain	2	4	-129.97
gain	4	2	-128.75
gain	2	5	-137.01
gain	5	2	-135.69
gain	2	6	-143.35
gain	6	2	-143.31
gain	2	7	-131.97
gain	7	2	-134.00
gain	2	8	-112.15
gain	8	2	-110.47
gain	2	9	-121.20
gain	9	2	-121.55
gain	2	10	-117.71
gain	10	2	-117.59
gain	2	11	-127.09
gain	11	2	-126.95
gain	2	12	-137.00
gain	12	2	-138.33
gain	2	13	-139.25
gain	13	2	-138.51
gain	2	14	-127.92
gain	14	2	-128.23
gain	2	15	-120.38
gain	15	2	-121.40
gain	2	16	-126.42
gain	16	2	-125.48
gain	2	17	-135.17
gain	17	2	-134.89
gain	2	18	-133.24
gain	18	2	-133.42
gain	2	19	-136.62
gain	19	2	-136.17
gain	2	20	-148.20
gain	20	2	-150.21
gain	2	21	-138.80
gain	21	2	-138.71
gain	2	22	-137.63
gain	22	2	-135.17
gain	2	23	-131.69
gain	23	2	-133.81
gain	2	24	-136.71
gain	24	2	-138.31
gain	2	25	-142.54
gain	25	2	-142.61
gain	2	26	-140.31
gain	26	2	-139.01
gain	2	27	-150.37
gain	27	2	-150.33
gain	2	28	-139.65
gain	28	2	-139.94
gain	2	29	-137.90
gain	29	2	-136.34
gain	2	30	-139.80
gain	30	2	-139.80
gain	2	31	-141.95
gain	31	2	-141.38
gain	2	32	-138.72
gain	32	2	-138.30
gain	2	33	-150.09
gain	33	2	-149.71
gain	2	34	-146.98
gain	34	2	-144.34
gain	2	35	-145.06
gain	35	2	-143.86
gain	2	36	-145.65
gain	36	2	-145.56
gain	2	37	-140.44
gain	37	2	-138.86
gain	2	38	-146.47
gain	38	2	-145.05
gain	2	39	-148.89
gain	39	2	-146.80
gain	2	40	-149.08
gain	40	2	-148.89
gain	2	41	-150.08
gain	41	2	-148.10
gain	2	42	-148.66
gain	42	2	-147.43
gain	2	43	-151.74
gain	43	2	-151.61
gain	2	44	-147.37
gain	44	2	-146.33
gain	2	45	-150.12
gain	45	2	-150.70
gain	2	46	-149.22
gain	46	2	-149.44
gain	2	47	-142.82
gain	47	2	-141.29
gain	2	48	-151.30
gain	48	2	-152.63
gain	3	4	-122.39
gain	4	3	-119.43
gain	3	5	-134.03
gain	5	3	-130.97
gain	3	6	-137.13
gain	6	3	-135.34
gain	3	7	-132.88
gain	7	3	-133.16
gain	3	8	-120.77
gain	8	3	-117.34
gain	3	9	-113.87
gain	9	3	-112.48
gain	3	10	-105.56
gain	10	3	-103.70
gain	3	11	-113.54
gain	11	3	-111.67
gain	3	12	-124.94
gain	12	3	-124.53
gain	3	13	-138.16
gain	13	3	-135.68
gain	3	14	-137.80
gain	14	3	-136.36
gain	3	15	-126.35
gain	15	3	-125.63
gain	3	16	-125.77
gain	16	3	-123.08
gain	3	17	-127.90
gain	17	3	-125.88
gain	3	18	-136.06
gain	18	3	-134.49
gain	3	19	-130.16
gain	19	3	-127.97
gain	3	20	-136.99
gain	20	3	-137.25
gain	3	21	-141.66
gain	21	3	-139.82
gain	3	22	-138.71
gain	22	3	-134.50
gain	3	23	-132.57
gain	23	3	-132.95
gain	3	24	-135.04
gain	24	3	-134.89
gain	3	25	-135.56
gain	25	3	-133.88
gain	3	26	-131.70
gain	26	3	-128.66
gain	3	27	-138.07
gain	27	3	-136.29
gain	3	28	-142.94
gain	28	3	-141.48
gain	3	29	-138.66
gain	29	3	-135.35
gain	3	30	-138.04
gain	30	3	-136.28
gain	3	31	-137.82
gain	31	3	-135.51
gain	3	32	-141.23
gain	32	3	-139.06
gain	3	33	-145.85
gain	33	3	-143.74
gain	3	34	-145.51
gain	34	3	-141.12
gain	3	35	-147.83
gain	35	3	-144.88
gain	3	36	-143.80
gain	36	3	-141.96
gain	3	37	-141.32
gain	37	3	-137.99
gain	3	38	-149.52
gain	38	3	-146.36
gain	3	39	-145.07
gain	39	3	-141.23
gain	3	40	-144.74
gain	40	3	-142.81
gain	3	41	-146.40
gain	41	3	-142.68
gain	3	42	-148.23
gain	42	3	-145.26
gain	3	43	-151.39
gain	43	3	-149.52
gain	3	44	-148.03
gain	44	3	-145.25
gain	3	45	-152.80
gain	45	3	-151.64
gain	3	46	-143.23
gain	46	3	-141.71
gain	3	47	-143.83
gain	47	3	-140.56
gain	3	48	-147.72
gain	48	3	-147.30
gain	4	5	-106.20
gain	5	4	-106.10
gain	4	6	-126.17
gain	6	4	-127.34
gain	4	7	-139.08
gain	7	4	-142.32
gain	4	8	-127.21
gain	8	4	-126.75
gain	4	9	-131.90
gain	9	4	-133.47
gain	4	10	-123.98
gain	10	4	-125.08
gain	4	11	-107.57
gain	11	4	-108.66
gain	4	12	-111.76
gain	12	4	-114.31
gain	4	13	-127.82
gain	13	4	-128.30
gain	4	14	-132.63
gain	14	4	-134.15
gain	4	15	-128.44
gain	15	4	-130.68
gain	4	16	-132.45
gain	16	4	-132.72
gain	4	17	-125.66
gain	17	4	-126.59
gain	4	18	-121.90
gain	18	4	-123.29
gain	4	19	-123.22
gain	19	4	-123.98
gain	4	20	-131.88
gain	20	4	-135.11
gain	4	21	-138.60
gain	21	4	-139.73
gain	4	22	-136.28
gain	22	4	-135.04
gain	4	23	-137.08
gain	23	4	-140.42
gain	4	24	-134.63
gain	24	4	-137.45
gain	4	25	-128.10
gain	25	4	-129.39
gain	4	26	-134.29
gain	26	4	-134.21
gain	4	27	-131.24
gain	27	4	-132.42
gain	4	28	-146.65
gain	28	4	-148.16
gain	4	29	-139.30
gain	29	4	-138.96
gain	4	30	-143.60
gain	30	4	-144.81
gain	4	31	-136.12
gain	31	4	-136.77
gain	4	32	-134.81
gain	32	4	-135.61
gain	4	33	-139.08
gain	33	4	-139.92
gain	4	34	-136.67
gain	34	4	-135.24
gain	4	35	-151.42
gain	35	4	-151.43
gain	4	36	-151.04
gain	36	4	-152.17
gain	4	37	-142.58
gain	37	4	-142.21
gain	4	38	-144.07
gain	38	4	-143.87
gain	4	39	-144.65
gain	39	4	-143.77
gain	4	40	-139.60
gain	40	4	-140.63
gain	4	41	-142.35
gain	41	4	-141.58
gain	4	42	-152.82
gain	42	4	-152.81
gain	4	43	-151.02
gain	43	4	-152.11
gain	4	44	-147.24
gain	44	4	-147.41
gain	4	45	-136.93
gain	45	4	-138.73
gain	4	46	-147.61
gain	46	4	-149.05
gain	4	47	-140.88
gain	47	4	-140.57
gain	4	48	-139.34
gain	48	4	-141.88
gain	5	6	-113.09
gain	6	5	-114.37
gain	5	7	-140.96
gain	7	5	-144.31
gain	5	8	-137.44
gain	8	5	-137.07
gain	5	9	-133.93
gain	9	5	-135.60
gain	5	10	-125.37
gain	10	5	-126.58
gain	5	11	-117.57
gain	11	5	-118.76
gain	5	12	-117.17
gain	12	5	-119.82
gain	5	13	-124.08
gain	13	5	-124.66
gain	5	14	-142.41
gain	14	5	-144.03
gain	5	15	-141.60
gain	15	5	-143.94
gain	5	16	-136.14
gain	16	5	-136.51
gain	5	17	-132.22
gain	17	5	-133.26
gain	5	18	-126.82
gain	18	5	-128.31
gain	5	19	-121.27
gain	19	5	-122.14
gain	5	20	-133.03
gain	20	5	-136.35
gain	5	21	-143.09
gain	21	5	-144.32
gain	5	22	-140.69
gain	22	5	-139.54
gain	5	23	-137.26
gain	23	5	-140.70
gain	5	24	-136.75
gain	24	5	-139.67
gain	5	25	-128.09
gain	25	5	-129.48
gain	5	26	-135.36
gain	26	5	-135.38
gain	5	27	-124.27
gain	27	5	-125.56
gain	5	28	-151.02
gain	28	5	-152.63
gain	5	29	-141.21
gain	29	5	-140.96
